Trade Date,Investments,Ticker,Transaction,Transaction Amount,Share Price,Total shares
07/09/2015,DFA One-Year Fixed Income,DFIHX,Ordinary Dividend Reinvestment Increase,1.05,10.32,0.102,
07/02/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,410.01,10.32,39.730,
07/02/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,136.67,10.32,13.243,
07/02/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,239.17,10.32,23.175,
06/18/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,410.01,10.32,39.730,
06/18/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,136.67,10.32,13.243,
06/18/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,239.17,10.32,23.175,
06/10/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-1783.00,10.31,-172.939,
06/10/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-982.92,10.31,-95.336,
06/10/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-1234.08,10.31,-119.697,
06/09/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-2674.48,10.31,-259.406,
06/09/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-1474.40,10.31,-143.007,
06/09/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-1851.12,10.31,-179.546,
06/08/2015,DFA One-Year Fixed Income,DFIHX,Ordinary Dividend Reinvestment Increase,5.82,10.32,0.564,
06/08/2015,DFA One-Year Fixed Income,DFIHX,Ordinary Dividend Reinvestment Increase,3.21,10.32,0.311,
06/08/2015,DFA One-Year Fixed Income,DFIHX,Ordinary Dividend Reinvestment Increase,4.03,10.32,0.391,
06/08/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-10698.00,10.32,-1036.628,
06/08/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-5897.60,10.32,-571.473,
06/08/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-7404.40,10.32,-717.481,
06/05/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-8915.00,10.32,-863.856,
06/05/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-4914.68,10.32,-476.229,
06/05/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-6170.32,10.32,-597.899,
06/04/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-1783.00,10.32,-172.771,
06/04/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-982.92,10.32,-95.244,
06/04/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-1234.08,10.32,-119.581,
06/03/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-1783.00,10.32,-172.771,
06/03/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-982.92,10.32,-95.244,
06/03/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-1234.08,10.32,-119.581,
06/02/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,410.01,10.32,39.730,
06/02/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,136.67,10.32,13.243,
06/02/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,239.17,10.32,23.175,
06/02/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-889.80,10.32,-86.221,
06/02/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-493.08,10.32,-47.779,
06/02/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-617.12,10.32,-59.798,
05/15/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,410.01,10.32,39.730,
05/15/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,136.67,10.32,13.243,
05/15/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,239.17,10.32,23.175,
05/14/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,1415.39,10.32,137.150,
05/14/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,807.80,10.32,78.275,
05/14/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,983.87,10.32,95.336,
05/08/2015,DFA One-Year Fixed Income,DFIHX,Ordinary Dividend Reinvestment Increase,9.05,10.32,0.877,
05/08/2015,DFA One-Year Fixed Income,DFIHX,Ordinary Dividend Reinvestment Increase,5.03,10.32,0.487,
05/08/2015,DFA One-Year Fixed Income,DFIHX,Ordinary Dividend Reinvestment Increase,6.29,10.32,0.610,
05/08/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,1395.30,10.32,135.203,
05/08/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,796.30,10.32,77.161,
05/08/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,969.88,10.32,93.981,
05/01/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,6639.84,10.32,643.395,
05/01/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,3674.76,10.32,356.081,
05/01/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,4573.08,10.32,443.128,
04/23/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,6014.39,10.32,582.790,
04/23/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,3411.60,10.32,330.582,
04/23/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,4194.63,10.32,406.456,
04/17/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,9669.84,10.33,936.093,
04/17/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,5484.15,10.33,530.895,
04/17/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,6743.99,10.33,652.855,
04/15/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,2191.99,10.32,212.402,
04/15/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,1122.53,10.32,108.772,
04/15/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,1519.95,10.32,147.282,
04/14/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,3809.45,10.32,369.133,
04/14/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,2138.89,10.32,207.257,
04/14/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,2699.79,10.32,261.608,
04/09/2015,DFA One-Year Fixed Income,DFIHX,Ordinary Dividend Reinvestment Increase,0.14,10.32,0.014,
04/09/2015,DFA One-Year Fixed Income,DFIHX,Ordinary Dividend Reinvestment Increase,0.05,10.32,0.005,
04/09/2015,DFA One-Year Fixed Income,DFIHX,Ordinary Dividend Reinvestment Increase,0.08,10.32,0.008,
04/01/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,410.01,10.32,39.730,
04/01/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,136.67,10.32,13.243,
04/01/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,239.17,10.32,23.175,
03/18/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-319.18,10.32,-30.928,
03/18/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-169.75,10.32,-16.449,
03/18/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-225.22,10.32,-21.824,
03/09/2015,DFA One-Year Fixed Income,DFIHX,Ordinary Dividend Reinvestment Increase,0.12,10.31,0.012,
03/09/2015,DFA One-Year Fixed Income,DFIHX,Ordinary Dividend Reinvestment Increase,0.06,10.31,0.006,
03/09/2015,DFA One-Year Fixed Income,DFIHX,Ordinary Dividend Reinvestment Increase,0.08,10.31,0.008,
03/06/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-1340.85,10.31,-130.053,
03/06/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-713.10,10.31,-69.166,
03/06/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-946.05,10.31,-91.760,
03/05/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-1456.18,10.32,-141.103,
03/05/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-774.44,10.32,-75.043,
03/05/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-1027.38,10.32,-99.552,
03/04/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-1676.06,10.31,-162.566,
03/04/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-891.39,10.31,-86.459,
03/04/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-1182.55,10.31,-114.700,
03/02/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,410.01,10.31,39.768,
03/02/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,136.67,10.31,13.256,
03/02/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,239.17,10.31,23.198,
03/02/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-1764.24,10.31,-171.119,
03/02/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-970.88,10.31,-94.169,
03/02/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-1264.88,10.31,-122.685,
02/24/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,410.01,10.32,39.730,
02/24/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,136.67,10.32,13.243,
02/24/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,239.17,10.32,23.175,
02/24/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-2181.35,10.32,-211.371,
02/24/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-1234.05,10.32,-119.579,
02/24/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-1584.60,10.32,-153.547,
02/09/2015,DFA One-Year Fixed Income,DFIHX,Ordinary Dividend Reinvestment Increase,1.71,10.31,0.166,
02/09/2015,DFA One-Year Fixed Income,DFIHX,Ordinary Dividend Reinvestment Increase,0.97,10.31,0.094,
02/09/2015,DFA One-Year Fixed Income,DFIHX,Ordinary Dividend Reinvestment Increase,1.24,10.31,0.120,
01/30/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,3519.88,10.32,341.074,
01/30/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,1766.73,10.32,171.195,
01/30/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,2418.67,10.32,234.367,
01/28/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,1725.96,10.32,167.244,
01/28/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,1112.16,10.32,107.767,
01/28/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,1337.38,10.32,129.591,
01/27/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,1474.42,10.32,142.870,
01/27/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,950.09,10.32,92.063,
01/27/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,1142.49,10.32,110.706,
01/26/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,1222.71,10.32,118.480,
01/26/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,664.71,10.32,64.410,
01/26/2015,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,871.58,10.32,84.455,
01/02/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-462.45,10.31,-44.854,
01/02/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-198.19,10.31,-19.223,
01/02/2015,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-231.22,10.31,-22.427,
12/16/2015,DFA International Small Company,DFISX,Ordinary Dividend Reinvestment Increase,22.25,17.02,1.307,
12/16/2015,DFA International Small Company,DFISX,Ordinary Dividend Reinvestment Increase,10.71,17.02,0.629,
12/16/2015,DFA International Small Company,DFISX,Ordinary Dividend Reinvestment Increase,14.62,17.02,0.859,
12/16/2015,DFA International Small Company,DFISX,Long Term Capital Gain Reinvestment,41.82,17.02,2.457,
12/16/2015,DFA International Small Company,DFISX,Long Term Capital Gain Reinvestment,20.12,17.02,1.182,
12/16/2015,DFA International Small Company,DFISX,Long Term Capital Gain Reinvestment,27.48,17.02,1.615,
12/11/2015,DFA International Small Company,DFISX,Exchange Purchase,235.78,17.45,13.512,
12/11/2015,DFA International Small Company,DFISX,Exchange Purchase,110.67,17.45,6.342,
12/11/2015,DFA International Small Company,DFISX,Exchange Purchase,153.55,17.45,8.799,
12/09/2015,DFA International Small Company,DFISX,Exchange Purchase,235.78,17.73,13.298,
12/09/2015,DFA International Small Company,DFISX,Exchange Purchase,110.67,17.73,6.242,
12/09/2015,DFA International Small Company,DFISX,Exchange Purchase,153.55,17.73,8.661,
12/07/2015,DFA International Small Company,DFISX,Exchange Purchase,353.67,17.91,19.747,
12/07/2015,DFA International Small Company,DFISX,Exchange Purchase,166.01,17.91,9.269,
12/07/2015,DFA International Small Company,DFISX,Exchange Purchase,230.32,17.91,12.860,
09/29/2015,DFA International Small Company,DFISX,Exchange Purchase,46.11,16.68,2.764,
09/29/2015,DFA International Small Company,DFISX,Exchange Purchase,23.12,16.68,1.386,
09/29/2015,DFA International Small Company,DFISX,Exchange Purchase,30.77,16.68,1.845,
09/23/2015,DFA International Small Company,DFISX,Exchange Purchase,46.11,16.94,2.722,
09/23/2015,DFA International Small Company,DFISX,Exchange Purchase,23.12,16.94,1.365,
09/23/2015,DFA International Small Company,DFISX,Exchange Purchase,30.77,16.94,1.816,
09/18/2015,DFA International Small Company,DFISX,Exchange Purchase,133.72,17.35,7.707,
09/18/2015,DFA International Small Company,DFISX,Exchange Purchase,73.72,17.35,4.249,
09/18/2015,DFA International Small Company,DFISX,Exchange Purchase,92.56,17.35,5.335,
09/11/2015,DFA International Small Company,DFISX,Exchange Purchase,93.77,17.40,5.389,
09/11/2015,DFA International Small Company,DFISX,Exchange Purchase,44.78,17.40,2.574,
09/11/2015,DFA International Small Company,DFISX,Exchange Purchase,61.45,17.40,3.532,
09/09/2015,DFA International Small Company,DFISX,Ordinary Dividend Reinvestment Increase,3.08,17.27,0.178,
09/09/2015,DFA International Small Company,DFISX,Ordinary Dividend Reinvestment Increase,1.48,17.27,0.086,
09/09/2015,DFA International Small Company,DFISX,Ordinary Dividend Reinvestment Increase,2.02,17.27,0.117,
09/02/2015,DFA International Small Company,DFISX,Exchange Purchase,222.86,17.29,12.889,
09/02/2015,DFA International Small Company,DFISX,Exchange Purchase,122.88,17.29,7.107,
09/02/2015,DFA International Small Company,DFISX,Exchange Purchase,154.26,17.29,8.922,
08/31/2015,DFA International Small Company,DFISX,Exchange Purchase,239.93,17.59,13.640,
08/31/2015,DFA International Small Company,DFISX,Exchange Purchase,106.75,17.59,6.069,
08/31/2015,DFA International Small Company,DFISX,Exchange Purchase,153.32,17.59,8.716,
08/27/2015,DFA International Small Company,DFISX,Exchange Purchase,239.94,17.54,13.680,
08/27/2015,DFA International Small Company,DFISX,Exchange Purchase,106.74,17.54,6.085,
08/27/2015,DFA International Small Company,DFISX,Exchange Purchase,153.32,17.54,8.741,
05/14/2015,DFA International Small Company,DFISX,Exchange Redemption,-415.34,19.27,-21.554,
05/14/2015,DFA International Small Company,DFISX,Exchange Redemption,-241.45,19.27,-12.530,
05/14/2015,DFA International Small Company,DFISX,Exchange Redemption,-294.83,19.27,-15.300,
05/08/2015,DFA International Small Company,DFISX,Exchange Redemption,-407.58,18.91,-21.554,
05/08/2015,DFA International Small Company,DFISX,Exchange Redemption,-236.94,18.91,-12.530,
05/08/2015,DFA International Small Company,DFISX,Exchange Redemption,-289.32,18.91,-15.300,
05/01/2015,DFA International Small Company,DFISX,Exchange Redemption,-801.79,18.60,-43.107,
05/01/2015,DFA International Small Company,DFISX,Exchange Redemption,-466.11,18.60,-25.060,
05/01/2015,DFA International Small Company,DFISX,Exchange Redemption,-569.16,18.60,-30.600,
04/23/2015,DFA International Small Company,DFISX,Exchange Redemption,-604.94,18.48,-32.735,
04/23/2015,DFA International Small Company,DFISX,Exchange Redemption,-351.66,18.48,-19.029,
04/23/2015,DFA International Small Company,DFISX,Exchange Redemption,-429.40,18.48,-23.236,
04/17/2015,DFA International Small Company,DFISX,Exchange Redemption,-886.45,18.34,-48.334,
04/17/2015,DFA International Small Company,DFISX,Exchange Redemption,-515.34,18.34,-28.099,
04/17/2015,DFA International Small Company,DFISX,Exchange Redemption,-629.25,18.34,-34.310,
04/14/2015,DFA International Small Company,DFISX,Exchange Redemption,-444.19,18.37,-24.180,
04/14/2015,DFA International Small Company,DFISX,Exchange Redemption,-258.23,18.37,-14.057,
04/14/2015,DFA International Small Company,DFISX,Exchange Redemption,-315.32,18.37,-17.165,
03/04/2015,DFA International Small Company,DFISX,Exchange Purchase,223.48,17.73,12.605,
03/04/2015,DFA International Small Company,DFISX,Exchange Purchase,118.85,17.73,6.703,
03/04/2015,DFA International Small Company,DFISX,Exchange Purchase,157.67,17.73,8.893,
03/02/2015,DFA International Small Company,DFISX,Exchange Purchase,220.53,17.90,12.320,
03/02/2015,DFA International Small Company,DFISX,Exchange Purchase,121.36,17.90,6.780,
03/02/2015,DFA International Small Company,DFISX,Exchange Purchase,158.11,17.90,8.833,
12/16/2015,DFA International Value,DFIVX,Ordinary Dividend Reinvestment Increase,15.47,15.98,0.968,
12/16/2015,DFA International Value,DFIVX,Ordinary Dividend Reinvestment Increase,7.44,15.98,0.466,
12/16/2015,DFA International Value,DFIVX,Ordinary Dividend Reinvestment Increase,10.16,15.98,0.636,
12/11/2015,DFA International Value,DFIVX,Exchange Purchase,235.78,15.85,14.876,
12/11/2015,DFA International Value,DFIVX,Exchange Purchase,110.67,15.85,6.982,
12/11/2015,DFA International Value,DFIVX,Exchange Purchase,153.55,15.85,9.688,
12/09/2015,DFA International Value,DFIVX,Exchange Purchase,235.78,16.23,14.527,
12/09/2015,DFA International Value,DFIVX,Exchange Purchase,110.67,16.23,6.819,
12/09/2015,DFA International Value,DFIVX,Exchange Purchase,153.55,16.23,9.461,
12/07/2015,DFA International Value,DFIVX,Exchange Purchase,353.67,16.44,21.513,
12/07/2015,DFA International Value,DFIVX,Exchange Purchase,166.01,16.44,10.098,
12/07/2015,DFA International Value,DFIVX,Exchange Purchase,230.32,16.44,14.010,
09/29/2015,DFA International Value,DFIVX,Exchange Purchase,46.11,15.40,2.994,
09/29/2015,DFA International Value,DFIVX,Exchange Purchase,23.12,15.40,1.501,
09/29/2015,DFA International Value,DFIVX,Exchange Purchase,30.77,15.40,1.998,
09/23/2015,DFA International Value,DFIVX,Exchange Purchase,46.11,15.77,2.924,
09/23/2015,DFA International Value,DFIVX,Exchange Purchase,23.12,15.77,1.466,
09/23/2015,DFA International Value,DFIVX,Exchange Purchase,30.77,15.77,1.951,
09/18/2015,DFA International Value,DFIVX,Exchange Purchase,133.72,16.38,8.164,
09/18/2015,DFA International Value,DFIVX,Exchange Purchase,73.72,16.38,4.501,
09/18/2015,DFA International Value,DFIVX,Exchange Purchase,92.56,16.38,5.651,
09/11/2015,DFA International Value,DFIVX,Exchange Purchase,93.77,16.60,5.649,
09/11/2015,DFA International Value,DFIVX,Exchange Purchase,44.78,16.60,2.698,
09/11/2015,DFA International Value,DFIVX,Exchange Purchase,61.45,16.60,3.702,
09/09/2015,DFA International Value,DFIVX,Ordinary Dividend Reinvestment Increase,3.15,16.60,0.190,
09/09/2015,DFA International Value,DFIVX,Ordinary Dividend Reinvestment Increase,1.51,16.60,0.091,
09/09/2015,DFA International Value,DFIVX,Ordinary Dividend Reinvestment Increase,2.06,16.60,0.124,
09/02/2015,DFA International Value,DFIVX,Exchange Purchase,222.86,16.55,13.466,
09/02/2015,DFA International Value,DFIVX,Exchange Purchase,122.88,16.55,7.425,
09/02/2015,DFA International Value,DFIVX,Exchange Purchase,154.26,16.55,9.321,
08/31/2015,DFA International Value,DFIVX,Exchange Purchase,239.93,16.95,14.155,
08/31/2015,DFA International Value,DFIVX,Exchange Purchase,106.75,16.95,6.298,
08/31/2015,DFA International Value,DFIVX,Exchange Purchase,153.32,16.95,9.045,
08/27/2015,DFA International Value,DFIVX,Exchange Purchase,239.94,17.02,14.098,
08/27/2015,DFA International Value,DFIVX,Exchange Purchase,106.74,17.02,6.271,
08/27/2015,DFA International Value,DFIVX,Exchange Purchase,153.32,17.02,9.008,
05/14/2015,DFA International Value,DFIVX,Exchange Redemption,-448.11,19.91,-22.507,
05/14/2015,DFA International Value,DFIVX,Exchange Redemption,-251.96,19.91,-12.655,
05/14/2015,DFA International Value,DFIVX,Exchange Redemption,-310.31,19.91,-15.586,
05/08/2015,DFA International Value,DFIVX,Exchange Redemption,-442.93,19.68,-22.507,
05/08/2015,DFA International Value,DFIVX,Exchange Redemption,-249.05,19.68,-12.655,
05/08/2015,DFA International Value,DFIVX,Exchange Redemption,-306.73,19.68,-15.586,
05/01/2015,DFA International Value,DFIVX,Exchange Redemption,-876.86,19.48,-45.013,
05/01/2015,DFA International Value,DFIVX,Exchange Redemption,-493.04,19.48,-25.310,
05/01/2015,DFA International Value,DFIVX,Exchange Redemption,-607.23,19.48,-31.172,
04/23/2015,DFA International Value,DFIVX,Exchange Redemption,-642.97,19.33,-33.263,
04/23/2015,DFA International Value,DFIVX,Exchange Redemption,-361.53,19.33,-18.703,
04/23/2015,DFA International Value,DFIVX,Exchange Redemption,-445.25,19.33,-23.034,
04/17/2015,DFA International Value,DFIVX,Exchange Redemption,-915.78,19.08,-47.997,
04/17/2015,DFA International Value,DFIVX,Exchange Redemption,-514.95,19.08,-26.989,
04/17/2015,DFA International Value,DFIVX,Exchange Redemption,-634.20,19.08,-33.239,
04/14/2015,DFA International Value,DFIVX,Exchange Redemption,-227.74,19.04,-11.961,
04/14/2015,DFA International Value,DFIVX,Exchange Redemption,-128.04,19.04,-6.725,
04/14/2015,DFA International Value,DFIVX,Exchange Redemption,-157.71,19.04,-8.283,
03/18/2015,DFA International Value,DFIVX,Exchange Purchase,260.87,18.54,14.071,
03/18/2015,DFA International Value,DFIVX,Exchange Purchase,86.96,18.54,4.690,
03/18/2015,DFA International Value,DFIVX,Exchange Purchase,152.17,18.54,8.208,
12/15/2015,DFA US Core Equity 2,DFQTX,Ordinary Dividend Reinvestment Increase,2.60,16.35,0.159,
12/15/2015,DFA US Core Equity 2,DFQTX,Ordinary Dividend Reinvestment Increase,1.30,16.35,0.080,
12/15/2015,DFA US Core Equity 2,DFQTX,Ordinary Dividend Reinvestment Increase,1.73,16.35,0.106,
12/15/2015,DFA US Core Equity 2,DFQTX,Long Term Capital Gain Reinvestment,9.60,16.35,0.587,
12/15/2015,DFA US Core Equity 2,DFQTX,Long Term Capital Gain Reinvestment,4.82,16.35,0.295,
12/15/2015,DFA US Core Equity 2,DFQTX,Long Term Capital Gain Reinvestment,6.41,16.35,0.392,
12/15/2015,DFA US Core Equity 2,DFQTX,Exchange Purchase,391.31,16.35,23.933,
12/15/2015,DFA US Core Equity 2,DFQTX,Exchange Purchase,130.44,16.35,7.978,
12/15/2015,DFA US Core Equity 2,DFQTX,Exchange Purchase,228.25,16.35,13.960,
09/29/2015,DFA US Core Equity 2,DFQTX,Exchange Purchase,230.55,15.80,14.592,
09/29/2015,DFA US Core Equity 2,DFQTX,Exchange Purchase,115.61,15.80,7.317,
09/29/2015,DFA US Core Equity 2,DFQTX,Exchange Purchase,153.84,15.80,9.737,
09/23/2015,DFA US Core Equity 2,DFQTX,Exchange Purchase,230.55,16.32,14.127,
09/23/2015,DFA US Core Equity 2,DFQTX,Exchange Purchase,115.61,16.32,7.084,
09/23/2015,DFA US Core Equity 2,DFQTX,Exchange Purchase,153.84,16.32,9.427,
12/15/2015,DFA Selectively Hedged Global Fixed,DFSHX,Ordinary Dividend Reinvestment Increase,96.66,9.27,10.427,
12/15/2015,DFA Selectively Hedged Global Fixed,DFSHX,Ordinary Dividend Reinvestment Increase,60.79,9.27,6.558,
12/15/2015,DFA Selectively Hedged Global Fixed,DFSHX,Ordinary Dividend Reinvestment Increase,73.68,9.27,7.948,
03/05/2015,DFA Selectively Hedged Global Fixed,DFSHX,Exchange Purchase,134.09,9.57,14.011,
03/05/2015,DFA Selectively Hedged Global Fixed,DFSHX,Exchange Purchase,71.31,9.57,7.451,
03/05/2015,DFA Selectively Hedged Global Fixed,DFSHX,Exchange Purchase,94.60,9.57,9.885,
03/04/2015,DFA Selectively Hedged Global Fixed,DFSHX,Exchange Purchase,89.39,9.58,9.331,
03/04/2015,DFA Selectively Hedged Global Fixed,DFSHX,Exchange Purchase,47.54,9.58,4.962,
03/04/2015,DFA Selectively Hedged Global Fixed,DFSHX,Exchange Purchase,63.07,9.58,6.583,
03/02/2015,DFA Selectively Hedged Global Fixed,DFSHX,Exchange Purchase,220.53,9.57,23.044,
03/02/2015,DFA Selectively Hedged Global Fixed,DFSHX,Exchange Purchase,121.36,9.57,12.681,
03/02/2015,DFA Selectively Hedged Global Fixed,DFSHX,Exchange Purchase,158.11,9.57,16.521,
02/24/2015,DFA Selectively Hedged Global Fixed,DFSHX,Exchange Purchase,436.27,9.62,45.350,
02/24/2015,DFA Selectively Hedged Global Fixed,DFSHX,Exchange Purchase,246.81,9.62,25.656,
02/24/2015,DFA Selectively Hedged Global Fixed,DFSHX,Exchange Purchase,316.92,9.62,32.944,
10/14/2015,DFA Inflation-Protected Securities,DIPSX,Exchange Redemption,-243.08,11.66,-20.847,
10/14/2015,DFA Inflation-Protected Securities,DIPSX,Exchange Redemption,-134.03,11.66,-11.495,
10/14/2015,DFA Inflation-Protected Securities,DIPSX,Exchange Redemption,-168.26,11.66,-14.431,
10/06/2015,DFA Inflation-Protected Securities,DIPSX,Exchange Redemption,-242.87,11.65,-20.847,
10/06/2015,DFA Inflation-Protected Securities,DIPSX,Exchange Redemption,-133.91,11.65,-11.495,
10/06/2015,DFA Inflation-Protected Securities,DIPSX,Exchange Redemption,-168.12,11.65,-14.431,
10/02/2015,DFA Inflation-Protected Securities,DIPSX,Exchange Redemption,-267.44,11.65,-22.956,
10/02/2015,DFA Inflation-Protected Securities,DIPSX,Exchange Redemption,-147.45,11.65,-12.657,
10/02/2015,DFA Inflation-Protected Securities,DIPSX,Exchange Redemption,-185.11,11.65,-15.889,
09/22/2015,DFA Inflation-Protected Securities,DIPSX,Exchange Redemption,-356.58,11.54,-30.899,
09/22/2015,DFA Inflation-Protected Securities,DIPSX,Exchange Redemption,-196.60,11.54,-17.036,
09/22/2015,DFA Inflation-Protected Securities,DIPSX,Exchange Redemption,-246.82,11.54,-21.388,
09/18/2015,DFA Inflation-Protected Securities,DIPSX,Exchange Redemption,-267.44,11.57,-23.115,
09/18/2015,DFA Inflation-Protected Securities,DIPSX,Exchange Redemption,-147.44,11.57,-12.743,
09/18/2015,DFA Inflation-Protected Securities,DIPSX,Exchange Redemption,-185.12,11.57,-16.000,
09/11/2015,DFA Inflation-Protected Securities,DIPSX,Exchange Redemption,-222.86,11.54,-19.312,
09/11/2015,DFA Inflation-Protected Securities,DIPSX,Exchange Redemption,-122.89,11.54,-10.649,
09/11/2015,DFA Inflation-Protected Securities,DIPSX,Exchange Redemption,-154.25,11.54,-13.367,
09/09/2015,DFA Inflation-Protected Securities,DIPSX,Ordinary Dividend Reinvestment Increase,9.36,11.50,0.814,
09/09/2015,DFA Inflation-Protected Securities,DIPSX,Ordinary Dividend Reinvestment Increase,5.16,11.50,0.449,
09/09/2015,DFA Inflation-Protected Securities,DIPSX,Ordinary Dividend Reinvestment Increase,6.48,11.50,0.564,
09/02/2015,DFA Inflation-Protected Securities,DIPSX,Exchange Redemption,-668.58,11.58,-57.736,
09/02/2015,DFA Inflation-Protected Securities,DIPSX,Exchange Redemption,-368.64,11.58,-31.834,
09/02/2015,DFA Inflation-Protected Securities,DIPSX,Exchange Redemption,-462.78,11.58,-39.964,
