Trade Date,Investments,Ticker,Transaction,Transaction Amount,Share Price,Total shares
11/17/2014,DFA Emerging Markets Core Equity,DFCEX,Exchange Purchase,308.37,19.57,15.757,
11/06/2014,DFA Emerging Markets Core Equity,DFCEX,Exchange Purchase,1745.08,19.64,88.853,
11/06/2014,DFA Emerging Markets Core Equity,DFCEX,Exchange Purchase,1021.44,19.64,52.008,
11/06/2014,DFA Emerging Markets Core Equity,DFCEX,Exchange Purchase,1233.48,19.64,62.804,
10/20/2014,DFA Emerging Markets Core Equity,DFCEX,Exchange Purchase,1683.42,19.52,86.241,
10/20/2014,DFA Emerging Markets Core Equity,DFCEX,Exchange Purchase,1002.98,19.52,51.382,
10/20/2014,DFA Emerging Markets Core Equity,DFCEX,Exchange Purchase,1213.59,19.52,62.172,
11/20/2014,DFA US Core Equity 1,DFEOX,Exchange Redemption,-781.09,18.02,-43.346,
11/20/2014,DFA US Core Equity 1,DFEOX,Exchange Redemption,-465.38,18.02,-25.826,
11/20/2014,DFA US Core Equity 1,DFEOX,Exchange Redemption,-563.09,18.02,-31.248,
11/18/2014,DFA US Core Equity 1,DFEOX,Exchange Redemption,-779.36,17.98,-43.346,
11/18/2014,DFA US Core Equity 1,DFEOX,Exchange Redemption,-464.34,17.98,-25.826,
11/18/2014,DFA US Core Equity 1,DFEOX,Exchange Redemption,-561.84,17.98,-31.248,
10/20/2014,DFA US Core Equity 1,DFEOX,Exchange Purchase,1446.02,16.68,86.692,
10/20/2014,DFA US Core Equity 1,DFEOX,Exchange Purchase,861.54,16.68,51.651,
10/20/2014,DFA US Core Equity 1,DFEOX,Exchange Purchase,1042.44,16.68,62.496,
12/16/2014,DFA Emerging Markets Value,DFEVX,Ordinary Dividend Reinvestment Increase,45.90,24.69,1.859,
12/16/2014,DFA Emerging Markets Value,DFEVX,Ordinary Dividend Reinvestment Increase,26.56,24.69,1.076,
12/16/2014,DFA Emerging Markets Value,DFEVX,Ordinary Dividend Reinvestment Increase,32.03,24.69,1.297,
12/04/2014,DFA Emerging Markets Value,DFEVX,Exchange Purchase,444.64,27.05,16.438,
12/04/2014,DFA Emerging Markets Value,DFEVX,Exchange Purchase,251.97,27.05,9.315,
12/04/2014,DFA Emerging Markets Value,DFEVX,Exchange Purchase,303.39,27.05,11.216,
12/01/2014,DFA Emerging Markets Value,DFEVX,Exchange Purchase,889.26,26.83,33.144,
12/01/2014,DFA Emerging Markets Value,DFEVX,Exchange Purchase,503.96,26.83,18.783,
12/01/2014,DFA Emerging Markets Value,DFEVX,Exchange Purchase,606.78,26.83,22.616,
11/28/2014,DFA Emerging Markets Value,DFEVX,Exchange Purchase,438.33,27.35,16.027,
11/28/2014,DFA Emerging Markets Value,DFEVX,Exchange Purchase,254.52,27.35,9.306,
11/28/2014,DFA Emerging Markets Value,DFEVX,Exchange Purchase,307.15,27.35,11.230,
11/17/2014,DFA Emerging Markets Value,DFEVX,Exchange Purchase,436.27,27.06,16.122,
11/17/2014,DFA Emerging Markets Value,DFEVX,Exchange Purchase,255.36,27.06,9.437,
11/17/2014,DFA Emerging Markets Value,DFEVX,Exchange Purchase,308.37,27.06,11.396,
11/06/2014,DFA Emerging Markets Value,DFEVX,Exchange Purchase,1745.08,27.23,64.087,
11/06/2014,DFA Emerging Markets Value,DFEVX,Exchange Purchase,1021.44,27.23,37.512,
11/06/2014,DFA Emerging Markets Value,DFEVX,Exchange Purchase,1233.48,27.23,45.299,
10/22/2014,DFA Five-Year Global Fixed Income,DFGBX,Exchange Redemption,-1148.91,11.12,-103.319,
10/22/2014,DFA Five-Year Global Fixed Income,DFGBX,Exchange Redemption,-740.57,11.12,-66.598,
10/22/2014,DFA Five-Year Global Fixed Income,DFGBX,Exchange Redemption,-890.52,11.12,-80.083,
10/21/2014,DFA Five-Year Global Fixed Income,DFGBX,Exchange Redemption,-1148.92,11.12,-103.320,
10/21/2014,DFA Five-Year Global Fixed Income,DFGBX,Exchange Redemption,-740.57,11.12,-66.598,
10/21/2014,DFA Five-Year Global Fixed Income,DFGBX,Exchange Redemption,-890.51,11.12,-80.082,
10/15/2014,DFA Five-Year Global Fixed Income,DFGBX,Exchange Redemption,-2306.08,11.16,-206.638,
10/15/2014,DFA Five-Year Global Fixed Income,DFGBX,Exchange Redemption,-1486.48,11.16,-133.197,
10/15/2014,DFA Five-Year Global Fixed Income,DFGBX,Exchange Redemption,-1787.44,11.16,-160.165,
10/13/2014,DFA Five-Year Global Fixed Income,DFGBX,Exchange Redemption,-2756.54,11.11,-248.113,
10/13/2014,DFA Five-Year Global Fixed Income,DFGBX,Exchange Redemption,-1776.82,11.11,-159.930,
10/13/2014,DFA Five-Year Global Fixed Income,DFGBX,Exchange Redemption,-2136.59,11.11,-192.312,
09/16/2014,DFA Five-Year Global Fixed Income,DFGBX,Exchange Purchase,2091.86,10.98,190.515,
09/16/2014,DFA Five-Year Global Fixed Income,DFGBX,Exchange Purchase,1325.20,10.98,120.692,
09/16/2014,DFA Five-Year Global Fixed Income,DFGBX,Exchange Purchase,1589.25,10.98,144.740,
09/12/2014,DFA Five-Year Global Fixed Income,DFGBX,Exchange Purchase,1032.89,10.96,94.242,
09/12/2014,DFA Five-Year Global Fixed Income,DFGBX,Exchange Purchase,666.71,10.96,60.831,
09/12/2014,DFA Five-Year Global Fixed Income,DFGBX,Exchange Purchase,800.40,10.96,73.029,
08/14/2014,DFA Five-Year Global Fixed Income,DFGBX,Exchange Redemption,-1039.51,11.04,-94.158,
08/14/2014,DFA Five-Year Global Fixed Income,DFGBX,Exchange Redemption,-675.65,11.04,-61.200,
08/14/2014,DFA Five-Year Global Fixed Income,DFGBX,Exchange Redemption,-813.85,11.04,-73.718,
07/30/2014,DFA Five-Year Global Fixed Income,DFGBX,Exchange Purchase,980.91,10.95,89.581,
07/30/2014,DFA Five-Year Global Fixed Income,DFGBX,Exchange Purchase,691.73,10.95,63.172,
07/30/2014,DFA Five-Year Global Fixed Income,DFGBX,Exchange Purchase,827.36,10.95,75.558,
07/03/2014,DFA Five-Year Global Fixed Income,DFGBX,Exchange Purchase,993.96,10.95,90.773,
07/03/2014,DFA Five-Year Global Fixed Income,DFGBX,Exchange Purchase,685.07,10.95,62.564,
07/03/2014,DFA Five-Year Global Fixed Income,DFGBX,Exchange Purchase,820.97,10.95,74.975,
06/24/2014,DFA Five-Year Global Fixed Income,DFGBX,Exchange Purchase,993.96,10.96,90.690,
06/24/2014,DFA Five-Year Global Fixed Income,DFGBX,Exchange Purchase,685.07,10.96,62.506,
06/24/2014,DFA Five-Year Global Fixed Income,DFGBX,Exchange Purchase,820.97,10.96,74.906,
06/09/2014,DFA Five-Year Global Fixed Income,DFGBX,Ordinary Dividend Reinvestment Increase,7.35,10.96,0.671,
06/09/2014,DFA Five-Year Global Fixed Income,DFGBX,Ordinary Dividend Reinvestment Increase,4.33,10.96,0.395,
06/09/2014,DFA Five-Year Global Fixed Income,DFGBX,Ordinary Dividend Reinvestment Increase,5.26,10.96,0.480,
03/10/2014,DFA Five-Year Global Fixed Income,DFGBX,Ordinary Dividend Reinvestment Increase,5.20,10.92,0.476,
03/10/2014,DFA Five-Year Global Fixed Income,DFGBX,Ordinary Dividend Reinvestment Increase,3.07,10.92,0.281,
03/10/2014,DFA Five-Year Global Fixed Income,DFGBX,Ordinary Dividend Reinvestment Increase,3.73,10.92,0.342,
12/15/2014,DFA International Core Equity,DFIEX,Ordinary Dividend Reinvestment Increase,19.57,11.35,1.724,
12/15/2014,DFA International Core Equity,DFIEX,Ordinary Dividend Reinvestment Increase,11.59,11.35,1.021,
12/15/2014,DFA International Core Equity,DFIEX,Ordinary Dividend Reinvestment Increase,14.01,11.35,1.234,
11/28/2014,DFA International Core Equity,DFIEX,Exchange Purchase,876.67,12.12,72.332,
11/28/2014,DFA International Core Equity,DFIEX,Exchange Purchase,509.03,12.12,41.999,
11/28/2014,DFA International Core Equity,DFIEX,Exchange Purchase,614.30,12.12,50.685,
10/22/2014,DFA International Core Equity,DFIEX,Exchange Purchase,2026.01,11.79,171.841,
10/22/2014,DFA International Core Equity,DFIEX,Exchange Purchase,1209.93,11.79,102.623,
10/22/2014,DFA International Core Equity,DFIEX,Exchange Purchase,1464.06,11.79,124.178,
10/22/2014,DFA Intermediate Government Fixed Income,DFIGX,Exchange Redemption,-1400.42,12.69,-110.356,
10/22/2014,DFA Intermediate Government Fixed Income,DFIGX,Exchange Redemption,-799.10,12.69,-62.971,
10/22/2014,DFA Intermediate Government Fixed Income,DFIGX,Exchange Redemption,-972.98,12.69,-76.673,
10/21/2014,DFA Intermediate Government Fixed Income,DFIGX,Exchange Redemption,-1400.42,12.69,-110.356,
10/21/2014,DFA Intermediate Government Fixed Income,DFIGX,Exchange Redemption,-799.10,12.69,-62.971,
10/21/2014,DFA Intermediate Government Fixed Income,DFIGX,Exchange Redemption,-972.98,12.69,-76.673,
10/15/2014,DFA Intermediate Government Fixed Income,DFIGX,Exchange Redemption,-2811.87,12.74,-220.712,
10/15/2014,DFA Intermediate Government Fixed Income,DFIGX,Exchange Redemption,-1604.50,12.74,-125.942,
10/15/2014,DFA Intermediate Government Fixed Income,DFIGX,Exchange Redemption,-1953.63,12.74,-153.346,
10/14/2014,DFA Intermediate Government Fixed Income,DFIGX,Exchange Redemption,-2803.04,12.70,-220.712,
10/14/2014,DFA Intermediate Government Fixed Income,DFIGX,Exchange Redemption,-1599.46,12.70,-125.942,
10/14/2014,DFA Intermediate Government Fixed Income,DFIGX,Exchange Redemption,-1947.49,12.70,-153.346,
10/13/2014,DFA Intermediate Government Fixed Income,DFIGX,Exchange Redemption,-4053.72,12.68,-319.694,
10/13/2014,DFA Intermediate Government Fixed Income,DFIGX,Exchange Redemption,-2313.11,12.68,-182.422,
10/13/2014,DFA Intermediate Government Fixed Income,DFIGX,Exchange Redemption,-2816.44,12.68,-222.117,
09/16/2014,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,2091.86,12.45,168.021,
09/16/2014,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,1325.20,12.45,106.442,
09/16/2014,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,1589.25,12.45,127.650,
09/12/2014,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,1032.89,12.43,83.096,
09/12/2014,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,666.71,12.43,53.637,
09/12/2014,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,800.40,12.43,64.392,
09/09/2014,DFA Intermediate Government Fixed Income,DFIGX,Ordinary Dividend Reinvestment Increase,48.05,12.48,3.850,
09/09/2014,DFA Intermediate Government Fixed Income,DFIGX,Ordinary Dividend Reinvestment Increase,26.31,12.48,2.108,
09/09/2014,DFA Intermediate Government Fixed Income,DFIGX,Ordinary Dividend Reinvestment Increase,32.23,12.48,2.583,
08/14/2014,DFA Intermediate Government Fixed Income,DFIGX,Exchange Redemption,-3380.85,12.63,-267.684,
08/14/2014,DFA Intermediate Government Fixed Income,DFIGX,Exchange Redemption,-1851.50,12.63,-146.595,
08/14/2014,DFA Intermediate Government Fixed Income,DFIGX,Exchange Redemption,-2267.65,12.63,-179.545,
07/30/2014,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,980.91,12.51,78.410,
07/30/2014,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,691.73,12.51,55.294,
07/30/2014,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,827.36,12.51,66.136,
07/03/2014,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,993.96,12.48,79.644,
07/03/2014,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,685.07,12.48,54.894,
07/03/2014,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,820.97,12.48,65.783,
06/24/2014,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,993.96,12.50,79.517,
06/24/2014,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,685.07,12.50,54.806,
06/24/2014,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,820.97,12.50,65.678,
06/09/2014,DFA Intermediate Government Fixed Income,DFIGX,Ordinary Dividend Reinvestment Increase,54.97,12.48,4.405,
06/09/2014,DFA Intermediate Government Fixed Income,DFIGX,Ordinary Dividend Reinvestment Increase,27.57,12.48,2.209,
06/09/2014,DFA Intermediate Government Fixed Income,DFIGX,Ordinary Dividend Reinvestment Increase,34.09,12.48,2.732,
03/10/2014,DFA Intermediate Government Fixed Income,DFIGX,Ordinary Dividend Reinvestment Increase,35.45,12.40,2.859,
03/10/2014,DFA Intermediate Government Fixed Income,DFIGX,Ordinary Dividend Reinvestment Increase,17.78,12.40,1.434,
03/10/2014,DFA Intermediate Government Fixed Income,DFIGX,Ordinary Dividend Reinvestment Increase,21.99,12.40,1.773,
12/19/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,462.00,10.30,44.854,
12/19/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,198.00,10.30,19.223,
12/19/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,231.00,10.30,22.427,
12/08/2014,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-150.37,10.32,-14.571,
12/08/2014,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-85.25,10.32,-8.261,
12/08/2014,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-102.63,10.32,-9.944,
12/04/2014,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-2223.20,10.32,-215.427,
12/04/2014,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-1259.85,10.32,-122.079,
12/04/2014,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-1516.95,10.32,-146.992,
12/01/2014,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-2667.78,10.33,-258.256,
12/01/2014,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-1511.88,10.33,-146.358,
12/01/2014,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-1820.34,10.33,-176.219,
11/28/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,462.00,10.33,44.724,
11/28/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,198.00,10.33,19.168,
11/28/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,231.00,10.33,22.362,
11/28/2014,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-3945.00,10.33,-381.897,
11/28/2014,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-2290.65,10.33,-221.747,
11/28/2014,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-2764.35,10.33,-267.604,
11/20/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,1463.53,10.32,141.815,
11/20/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,872.93,10.32,84.586,
11/20/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,1056.25,10.32,102.350,
11/18/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,1460.94,10.32,141.564,
11/18/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,871.38,10.32,84.436,
11/18/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,1054.38,10.32,102.169,
11/17/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,462.00,10.32,44.767,
11/17/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,198.00,10.32,19.186,
11/17/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,231.00,10.32,22.384,
11/17/2014,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-1308.81,10.32,-126.823,
11/17/2014,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-766.08,10.32,-74.233,
11/17/2014,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-925.11,10.32,-89.642,
11/07/2014,DFA One-Year Fixed Income,DFIHX,Ordinary Dividend Reinvestment Increase,1.31,10.32,0.127,
11/07/2014,DFA One-Year Fixed Income,DFIHX,Ordinary Dividend Reinvestment Increase,0.77,10.32,0.075,
11/07/2014,DFA One-Year Fixed Income,DFIHX,Ordinary Dividend Reinvestment Increase,0.93,10.32,0.090,
11/06/2014,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-5235.24,10.32,-507.291,
11/06/2014,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-3064.32,10.32,-296.930,
11/06/2014,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-3700.44,10.32,-358.570,
10/31/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,8665.67,10.32,839.697,
10/31/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,5097.23,10.32,493.918,
10/31/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,6159.29,10.32,596.830,
10/22/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,2549.33,10.33,246.789,
10/22/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,1539.67,10.33,149.048,
10/22/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,1863.50,10.33,180.397,
10/08/2014,DFA One-Year Fixed Income,DFIHX,Ordinary Dividend Reinvestment Increase,0.13,10.32,0.013,
10/08/2014,DFA One-Year Fixed Income,DFIHX,Ordinary Dividend Reinvestment Increase,0.05,10.32,0.005,
10/08/2014,DFA One-Year Fixed Income,DFIHX,Ordinary Dividend Reinvestment Increase,0.06,10.32,0.006,
10/02/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,462.00,10.32,44.767,
10/02/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,198.00,10.32,19.186,
10/02/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,231.00,10.32,22.384,
09/16/2014,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-8367.43,10.32,-810.797,
09/16/2014,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-5300.80,10.32,-513.643,
09/16/2014,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-6357.00,10.32,-615.988,
09/15/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,462.00,10.32,44.767,
09/15/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,198.00,10.32,19.186,
09/15/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,231.00,10.32,22.384,
09/12/2014,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-4131.56,10.32,-400.345,
09/12/2014,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-2666.84,10.32,-258.415,
09/12/2014,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-3201.60,10.32,-310.232,
09/09/2014,DFA One-Year Fixed Income,DFIHX,Ordinary Dividend Reinvestment Increase,3.38,10.32,0.328,
09/09/2014,DFA One-Year Fixed Income,DFIHX,Ordinary Dividend Reinvestment Increase,2.18,10.32,0.211,
09/09/2014,DFA One-Year Fixed Income,DFIHX,Ordinary Dividend Reinvestment Increase,2.62,10.32,0.254,
09/03/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,462.00,10.32,44.767,
09/03/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,198.00,10.32,19.186,
09/03/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,231.00,10.32,22.384,
08/19/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,462.00,10.32,44.767,
08/19/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,198.00,10.32,19.186,
08/19/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,231.00,10.32,22.384,
08/14/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,6503.38,10.32,630.172,
08/14/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,3880.73,10.32,376.040,
08/14/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,4711.98,10.32,456.587,
08/08/2014,DFA One-Year Fixed Income,DFIHX,Ordinary Dividend Reinvestment Increase,1.04,10.32,0.101,
08/08/2014,DFA One-Year Fixed Income,DFIHX,Ordinary Dividend Reinvestment Increase,0.78,10.32,0.076,
08/08/2014,DFA One-Year Fixed Income,DFIHX,Ordinary Dividend Reinvestment Increase,0.93,10.32,0.090,
07/31/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,822.00,10.32,79.651,
07/31/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,822.00,10.32,79.651,
07/31/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,959.00,10.32,92.926,
07/30/2014,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-3923.64,10.32,-380.198,
07/30/2014,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-2766.92,10.32,-268.112,
07/30/2014,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-3309.44,10.32,-320.682,
07/17/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,198.00,10.32,19.186,
07/17/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,198.00,10.32,19.186,
07/17/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,231.00,10.32,22.384,
07/08/2014,DFA One-Year Fixed Income,DFIHX,Ordinary Dividend Reinvestment Increase,1.82,10.32,0.176,
07/08/2014,DFA One-Year Fixed Income,DFIHX,Ordinary Dividend Reinvestment Increase,1.27,10.32,0.123,
07/08/2014,DFA One-Year Fixed Income,DFIHX,Ordinary Dividend Reinvestment Increase,1.52,10.32,0.147,
07/03/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,198.00,10.32,19.186,
07/03/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,198.00,10.32,19.186,
07/03/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,231.00,10.32,22.384,
07/03/2014,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-3975.84,10.32,-385.256,
07/03/2014,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-2740.28,10.32,-265.531,
07/03/2014,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-3283.88,10.32,-318.206,
06/24/2014,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-3975.84,10.32,-385.256,
06/24/2014,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-2740.28,10.32,-265.531,
06/24/2014,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-3283.88,10.32,-318.206,
06/16/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,198.00,10.32,19.186,
06/16/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,198.00,10.32,19.186,
06/16/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,231.00,10.32,22.384,
06/09/2014,DFA One-Year Fixed Income,DFIHX,Ordinary Dividend Reinvestment Increase,3.69,10.32,0.358,
06/09/2014,DFA One-Year Fixed Income,DFIHX,Ordinary Dividend Reinvestment Increase,2.53,10.32,0.245,
06/09/2014,DFA One-Year Fixed Income,DFIHX,Ordinary Dividend Reinvestment Increase,3.03,10.32,0.294,
06/03/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,198.00,10.33,19.167,
06/03/2014,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,198.00,10.33,19.168,
