Trade Date,Investments,Ticker,Transaction,Transaction Amount,Share Price,Total shares
01/11/2017,DFA International Core Equity,DFIEX,Exchange Redemption,-471.01,12.02,-39.185,
01/11/2017,DFA International Core Equity,DFIEX,Exchange Redemption,-220.56,12.02,-18.349,
01/11/2017,DFA International Core Equity,DFIEX,Exchange Redemption,-308.43,12.02,-25.660,
01/10/2017,DFA International Core Equity,DFIEX,Exchange Redemption,-235.50,11.92,-19.757,
01/10/2017,DFA International Core Equity,DFIEX,Exchange Redemption,-110.28,11.92,-9.252,
01/10/2017,DFA International Core Equity,DFIEX,Exchange Redemption,-154.22,11.92,-12.938,
01/05/2017,DFA International Core Equity,DFIEX,Exchange Redemption,-235.50,12.00,-19.625,
01/05/2017,DFA International Core Equity,DFIEX,Exchange Redemption,-110.28,12.00,-9.190,
01/05/2017,DFA International Core Equity,DFIEX,Exchange Redemption,-154.22,12.00,-12.852,
01/25/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,472.65,12.31,38.396,
01/25/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,214.31,12.31,17.409,
01/25/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,313.04,12.31,25.430,
01/24/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,113.03,12.36,9.145,
01/24/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,60.00,12.36,4.854,
01/24/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,76.97,12.36,6.227,
01/20/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,118.47,12.35,9.593,
01/20/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,53.17,12.35,4.305,
01/20/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,78.36,12.35,6.345,
01/19/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,355.40,12.34,28.801,
01/19/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,159.50,12.34,12.925,
01/19/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,235.10,12.34,19.052,
01/18/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,118.47,12.37,9.577,
01/18/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,53.17,12.37,4.298,
01/18/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,78.36,12.37,6.335,
01/17/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,118.47,12.44,9.523,
01/17/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,53.17,12.44,4.274,
01/17/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,78.36,12.44,6.299,
01/13/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,118.09,12.39,9.531,
01/13/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,53.53,12.39,4.320,
01/13/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,78.38,12.39,6.326,
01/12/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,113.03,12.41,9.108,
01/12/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,60.00,12.41,4.835,
01/12/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,76.97,12.41,6.202,
01/11/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,118.32,12.40,9.542,
01/11/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,53.17,12.40,4.288,
01/11/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,78.51,12.40,6.332,
01/10/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,118.48,12.39,9.563,
01/10/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,52.96,12.39,4.274,
01/10/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,78.56,12.39,6.341,
01/09/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,118.48,12.39,9.563,
01/09/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,52.96,12.39,4.274,
01/09/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,78.56,12.39,6.341,
01/04/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,118.13,12.34,9.573,
01/04/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,53.03,12.34,4.297,
01/04/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,78.84,12.34,6.389,
01/03/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,187.50,12.33,15.207,
01/03/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,12.50,12.33,1.014,
01/03/2017,DFA Intermediate Government Fixed Income,DFIGX,Exchange Purchase,50.00,12.33,4.055,
01/25/2017,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,1581.73,10.30,153.566,
01/25/2017,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,840.07,10.30,81.560,
01/25/2017,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,1078.20,10.30,104.680,
01/25/2017,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-2363.25,10.30,-229.441,
01/25/2017,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-1071.55,10.30,-104.034,
01/25/2017,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-1565.20,10.30,-151.961,
01/24/2017,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,338.94,10.30,32.907,
01/24/2017,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,179.89,10.30,17.465,
01/24/2017,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,231.17,10.30,22.444,
01/23/2017,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,791.04,10.30,76.800,
01/23/2017,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,419.89,10.30,40.766,
01/23/2017,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,539.07,10.30,52.337,
01/20/2017,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,2475.99,10.30,240.387,
01/20/2017,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,1217.45,10.30,118.199,
01/20/2017,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,1650.99,10.30,160.290,
01/20/2017,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-592.35,10.30,-57.510,
01/20/2017,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-265.85,10.30,-25.811,
01/20/2017,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-391.80,10.30,-38.039,
01/19/2017,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-1658.54,10.29,-161.180,
01/19/2017,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-744.33,10.29,-72.335,
01/19/2017,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-1097.13,10.29,-106.621,
01/18/2017,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-473.88,10.30,-46.008,
01/18/2017,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-212.68,10.30,-20.648,
01/18/2017,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-313.44,10.30,-30.431,
01/17/2017,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-592.35,10.30,-57.510,
01/17/2017,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-265.85,10.30,-25.811,
01/17/2017,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-391.80,10.30,-38.039,
01/13/2017,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,579.96,10.30,56.307,
01/13/2017,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,72.50,10.30,7.039,
01/13/2017,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,289.98,10.30,28.153,
01/13/2017,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-590.45,10.30,-57.325,
01/13/2017,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-267.65,10.30,-25.985,
01/13/2017,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-391.90,10.30,-38.048,
01/12/2017,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,1862.19,10.30,180.795,
01/12/2017,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,901.12,10.30,87.487,
01/12/2017,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,1236.69,10.30,120.067,
01/11/2017,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,2314.29,10.29,224.907,
01/11/2017,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,1141.11,10.29,110.895,
01/11/2017,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,1544.60,10.29,150.107,
01/11/2017,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-591.60,10.29,-57.492,
01/11/2017,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-265.85,10.29,-25.836,
01/11/2017,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-392.55,10.29,-38.148,
01/10/2017,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,1609.09,10.29,156.374,
01/10/2017,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,810.55,10.29,78.771,
01/10/2017,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,1080.36,10.29,104.991,
01/10/2017,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-592.40,10.29,-57.571,
01/10/2017,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-264.80,10.29,-25.733,
01/10/2017,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-392.80,10.29,-38.173,
01/09/2017,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-592.40,10.29,-57.571,
01/09/2017,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-264.80,10.29,-25.733,
01/09/2017,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-392.80,10.29,-38.173,
01/05/2017,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,1609.10,10.29,156.375,
01/05/2017,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,810.54,10.29,78.770,
01/05/2017,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,1080.36,10.29,104.991,
01/04/2017,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,424.13,10.29,41.218,
01/04/2017,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,28.29,10.29,2.749,
01/04/2017,DFA One-Year Fixed Income,DFIHX,Exchange Purchase,113.11,10.29,10.992,
01/04/2017,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-472.52,10.29,-45.920,
01/04/2017,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-212.12,10.29,-20.614,
01/04/2017,DFA One-Year Fixed Income,DFIHX,Exchange Redemption,-315.36,10.29,-30.647,
01/20/2017,DFA International Small Company,DFISX,Exchange Redemption,-261.66,17.79,-14.708,
01/20/2017,DFA International Small Company,DFISX,Exchange Redemption,-123.52,17.79,-6.943,
01/20/2017,DFA International Small Company,DFISX,Exchange Redemption,-172.83,17.79,-9.715,
01/12/2017,DFA International Small Company,DFISX,Exchange Redemption,-234.45,17.74,-13.216,
01/12/2017,DFA International Small Company,DFISX,Exchange Redemption,-110.68,17.74,-6.239,
01/12/2017,DFA International Small Company,DFISX,Exchange Redemption,-154.87,17.74,-8.730,
01/11/2017,DFA International Small Company,DFISX,Exchange Redemption,-234.45,17.76,-13.201,
01/11/2017,DFA International Small Company,DFISX,Exchange Redemption,-110.68,17.76,-6.232,
01/11/2017,DFA International Small Company,DFISX,Exchange Redemption,-154.87,17.76,-8.720,
01/10/2017,DFA International Small Company,DFISX,Exchange Redemption,-117.23,17.65,-6.642,
01/10/2017,DFA International Small Company,DFISX,Exchange Redemption,-55.34,17.65,-3.135,
01/10/2017,DFA International Small Company,DFISX,Exchange Redemption,-77.43,17.65,-4.387,
01/05/2017,DFA International Small Company,DFISX,Exchange Redemption,-117.23,17.76,-6.601,
01/05/2017,DFA International Small Company,DFISX,Exchange Redemption,-55.34,17.76,-3.116,
